,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.053570546,0.6084615,0.8047387,0.19930509,0.27401188,-0.33189195,0.39180893,0.45689908,0.18429214,0.073393464,0.1548267,0.37468868,-0.11616281,0.66797966,0.11310536,-0.061348245,-0.7717304,0.4832296,0.77585536,0.58302194,0.12511733,-0.1454533,-0.047108345,0.37532932,0.7716454,-0.7368219,-0.16597018,0.41360143,-0.5972598,0.07044146,-0.67376626,0.47063383,0.2207868,0.08466448,-0.48371765,0.60937566,-0.103045195,0.5590752,-0.26428127,-0.38760665,0.068367355,0.5767865,-0.06091304,0.115201265,0.050879505,0.27006286,0.15487051,-0.39742866,-0.5364009,-0.41933492,0.71284395,0.10163783,0.030921338,0.44868973,0.12391257,0.4549764,0.12262938,-0.24289143,0.30932006,0.14536409,-0.4987649,-0.20940694,-0.14509223,-0.025646027
1,0.46529952,-0.7176484,0.106164075,-0.59508425,-0.28072312,-0.35789484,-0.41450882,-0.15822089,0.4228475,-0.0146621065,0.24778453,0.059204407,0.14899099,-0.49353698,0.1167938,0.6559595,-0.53219944,0.17088313,-0.39910993,-0.4334702,0.010787301,0.3642075,-0.24759543,-0.05686671,-0.5729816,-0.216331,-0.36146346,-0.32505953,0.32321775,-0.023613095,-0.16634552,-0.3523323,-0.4832243,-1.3448594,0.18647072,0.42558023,-0.09573091,-0.37305135,-0.32874584,-0.088246785,-0.19901073,-0.2299875,-0.2452286,0.20307732,0.22541165,0.4020162,-0.35482967,-0.43083134,-0.5047486,-0.34678853,-0.24219902,-0.43234038,-0.40800923,-0.56298673,0.3777004,-0.23428479,-0.1491329,0.46240452,-0.26524636,-0.15369411,0.09318912,0.020328581,-0.1566048,0.23906001
2,-1.1219764,-0.842309,0.44791478,0.18939933,-0.2429779,0.66846263,-2.3414583,0.10219857,0.012671068,0.016931426,1.3120848,1.8393548,0.77821076,0.33824167,0.7058148,-0.51291937,1.3296279,-0.20699547,0.31810075,1.9032247,0.044755783,-0.94579196,-0.021530293,-1.8686363,-1.7084552,0.6100898,1.4866592,0.5486631,-0.29154265,-0.4004025,0.90334594,-0.032142267,1.3360677,0.4518603,1.161479,0.71364355,-0.15708336,-1.0479194,0.39358136,-0.4594732,-0.14805701,0.2831197,1.10926,-0.8768481,-0.5636398,-1.69186,0.78364503,0.26372582,-1.1318728,2.7766144,0.041348737,0.8888481,-0.48355043,-0.5098652,-1.0541029,0.83902586,0.47857288,-0.5128045,0.6962166,0.9771913,1.8013844,0.44640523,1.4687029,0.6069067
3,-0.35218126,0.2694218,0.31146586,0.087176934,-0.10059312,-0.0050607678,0.06362047,0.26985285,0.16330057,-0.21003462,-0.22609906,-0.017083075,-0.2385244,0.52968186,0.39587146,-0.4465584,-0.30770198,0.47728005,0.31666395,0.2534638,0.12596448,-0.35437128,0.26970235,0.50692034,0.50126743,-0.17536822,-0.099792965,-0.2186805,-0.3193699,0.360846,-0.32029805,0.49199012,-0.15468355,0.104781464,-0.21508113,-0.080804095,-0.24196106,0.20846155,-0.02643726,-0.21758929,0.25212273,0.061517727,-0.106591105,0.045388505,0.39410132,-0.030686518,0.22606485,-0.2123227,-0.0669768,-0.37348893,0.4214667,-0.20677537,-0.031415038,0.42460096,-0.06497241,0.18634129,0.21245211,0.38650575,0.21901464,0.0124389455,-0.49505582,0.045170993,0.070931695,-0.06407781
4,-1.1262349,-0.65550065,-0.5347663,1.2129354,0.19975293,-0.01319067,-0.6961472,0.5567367,0.61354434,-0.9710559,1.276611,1.2893839,1.8515897,-0.5068763,0.14224671,-0.1519315,1.2406306,0.8955766,-1.0374192,0.37362993,0.23392232,-0.34422556,-1.1989666,-1.4089266,-1.2241834,0.9470742,1.3142971,-0.7280113,-0.19735141,-1.2604297,1.4198114,0.10672988,1.9375057,0.19423297,0.8859727,-0.5793625,0.7185694,-0.75940114,0.6904599,-0.29489478,1.0706046,-0.8194257,0.33025637,0.7052796,-0.70402586,0.4907114,-0.03429175,0.09625025,-0.3763942,1.1663053,-0.5440741,0.7074042,-0.3992934,-1.1534524,0.31002402,0.8492696,0.1110227,0.17119129,0.36959094,-0.16873524,0.22037587,-0.25402033,0.5739738,0.37908924
5,-0.13445376,0.5585382,0.675961,0.1973981,0.18257076,-0.2771919,0.33573157,0.5594573,0.18226907,-0.07703522,0.06597642,0.30725208,-0.043382846,0.7698774,0.28819284,-0.20466785,-0.7861418,0.59674966,0.71195114,0.5301145,0.09137267,-0.27125537,0.09264883,0.4974716,0.75815356,-0.60170704,-0.16777736,0.093844526,-0.609928,0.20502764,-0.53849,0.5568688,0.09261172,0.10420844,-0.5011409,0.36945486,-0.1948573,0.49105075,-0.16296308,-0.44895196,0.22672865,0.3241639,-0.112826414,0.19840494,0.2667001,0.2240017,0.13257696,-0.3878267,-0.5255612,-0.53672624,0.65019125,0.08035443,-0.0133428555,0.5677422,0.18892105,0.4465444,0.25868988,0.14460203,0.32772133,0.04504481,-0.64344656,-0.1683876,-0.13208912,-0.13606556
6,1.0589006,0.6005675,-0.46800345,0.036607742,1.0987458,-0.26511517,0.46300256,0.53011525,-0.49676308,0.850391,0.84198064,0.34547186,0.31600332,0.13671315,-0.861346,0.70252866,-0.89366436,-0.8284916,0.18148506,0.3915686,-0.30483484,0.20405819,0.38815522,-0.38623688,0.5878141,-0.44515008,0.08660063,0.66882956,-0.7209195,0.039511938,0.22447053,-1.048556,0.26645556,-0.11317961,-0.6997761,0.124774225,0.20099384,0.4151938,-0.7389598,-0.2983388,-0.73374397,0.019620895,0.056415245,-0.12908748,-0.19412267,0.2071631,-0.9269192,0.6875819,-0.79656744,-0.028831862,-0.2717579,1.0534629,0.6222255,0.17257442,0.31774527,0.33301374,0.06120956,-0.062927365,0.25274858,-0.04553534,-0.36262253,-0.7601369,-0.6368098,-0.32793343
7,-0.39530024,0.030779142,-0.34257197,0.7685051,0.006461773,-0.20812781,0.45070335,0.1164033,0.361111,-0.651083,0.33860427,0.21529368,0.79846936,-0.561699,-0.16998863,0.016544858,0.642484,0.5056228,-0.83351636,-0.29097754,0.29045308,0.06433186,-0.97675925,-0.23237067,-0.3288081,0.39577186,0.39157048,-0.45886186,0.12458965,-0.6907464,0.5284707,0.057263404,0.9784529,0.18147571,0.27023163,-0.5056791,0.61407864,-0.15106232,0.44756094,0.0711638,0.76529616,-0.4210133,0.043346316,0.7414276,-0.35664967,0.71091044,-0.173633,-0.20640293,0.32622716,0.09083982,-0.2842073,0.016531594,-0.12698664,-0.58582455,0.5339228,0.19943888,-0.21988368,-0.043376807,-0.15411946,-0.30035117,-0.17335641,-0.19483975,0.053656198,0.124140635
8,-0.936268,-0.5964735,0.41510174,0.18757269,-0.2599813,0.48910213,-1.7896578,0.019212676,0.014285065,-0.0194362,0.9181472,1.3817238,0.4304952,0.27257347,0.57414645,-0.47566858,1.0148077,-0.10467571,0.34112462,1.5256518,0.12352194,-0.7952849,-0.03777402,-1.4185578,-1.2563533,0.50044787,1.1926876,0.42079607,-0.24615772,-0.21933243,0.6654319,0.018293671,1.021988,0.4169079,0.86517334,0.55951965,-0.12630925,-0.8068976,0.34589583,-0.33192217,-0.13682497,0.27556726,0.8684813,-0.7061556,-0.4863084,-1.3475279,0.70359236,0.12438816,-0.81350565,2.13332,0.090954766,0.6877052,-0.32293415,-0.32558742,-0.8734806,0.62414145,0.30990112,-0.5010404,0.54175526,0.785035,1.4008907,0.39320087,1.1566222,0.4699413
9,-0.40386918,-0.3366279,-0.7785556,-0.08253517,-0.1875304,0.81723255,-0.5197949,0.19374475,-0.18494767,-0.24470353,-0.65465486,-0.6358753,-0.1961211,0.37641045,0.50903505,-0.73600614,0.14883673,0.12057617,0.10735662,-0.34169227,-0.7177393,-0.3100452,1.0549961,0.49507192,0.11199323,0.26399738,-0.0040753577,-0.6909755,-0.067956135,0.50871277,0.36005944,-0.084014356,-1.0160933,0.14125547,-0.53394485,-1.1152546,-0.29486245,-0.1575854,0.28763315,-0.021342494,-0.28737402,-0.7334276,-0.49099165,-0.27827817,0.88469696,-0.31128985,0.106533386,0.68122876,0.104655504,-0.30290526,-0.5286607,-0.050296687,-0.23772185,0.6802594,-0.22640872,-0.25297454,0.8058051,0.7583091,0.1650508,-0.77651155,-0.45485717,0.03413192,-0.2695234,-0.23909152
